image_id,lat,lon,source,iso_country_code,country_name,country_match_dist_km
IMG_00001.jpg,50.38157399591512,26.06185137447767,provided,UA,Ukraine,0.0
IMG_00002.jpg,34.529443364291524,-114.69319415563255,provided,US,United States of America,0.0
IMG_00003.jpg,-25.080840431565264,136.64618072733504,provided,AU,Australia,0.0
IMG_00004.jpg,37.638610441311386,-10.262690826961062,provided,,,143.60189584429753
IMG_00005.jpg,-33.96629332784958,17.305832309615596,provided,,,112.2107414725219
IMG_00006.jpg,42.93134894990931,-94.857343621229,provided,US,United States of America,0.0
IMG_00007.jpg,-7.307925923499624,-48.93321544280116,provided,BR,Brazil,0.0
IMG_00008.jpg,38.33831601709875,-103.62200002556182,provided,US,United States of America,0.0
IMG_00009.jpg,46.00026999572782,28.07856634340112,provided,RO,Romania,0.0
IMG_00010.jpg,11.917608126725725,-96.20943717781056,provided,,,416.48241650730233
IMG_00011.jpg,3.167666320125392,-78.99678232598436,provided,,,89.69912818635382
IMG_00012.jpg,59.06779250406333,32.93042491629848,provided,RU,Russia,0.0
IMG_00013.jpg,44.83179624832249,-124.86047692929182,provided,,,87.5748857733831
IMG_00014.jpg,54.35822252170436,110.13632418030288,provided,RU,Russia,0.0
IMG_00015.jpg,60.48636123744734,-90.63498280356109,provided,,,244.35427364372694
IMG_00016.jpg,-27.496989505865884,-72.77862466741387,provided,,,188.73899355490371
IMG_00017.jpg,28.270102869511675,-113.0236970538785,provided,MX,Mexico,0.0
IMG_00018.jpg,36.2334430888495,-116.60641510042672,provided,US,United States of America,0.0
IMG_00019.jpg,54.70857152603793,-124.05385454371591,provided,CA,Canada,0.0
IMG_00020.jpg,-20.88717145910573,-64.22069568212675,provided,BO,Bolivia,0.0
IMG_00021.jpg,58.14811046886092,18.635296398896173,provided,SE,Sweden,26.19070007827786
IMG_00022.jpg,62.30332465118727,110.08194899975116,provided,RU,Russia,0.0
IMG_00023.jpg,29.619561017024267,79.17435205965899,provided,IN,India,0.0
IMG_00024.jpg,-18.490732832484355,32.53400396205086,provided,ZW,Zimbabwe,0.0
IMG_00025.jpg,-16.638747766523863,21.497856492717887,provided,AO,Angola,0.0
IMG_00026.jpg,52.2974351837878,34.45042265799748,provided,RU,Russia,0.0
IMG_00027.jpg,14.261340267369135,9.043600241771545,provided,NE,Niger,0.0
IMG_00028.jpg,40.424649684576366,-101.16944243790522,provided,US,United States of America,0.0
IMG_00029.jpg,58.55751072385786,-117.04772387517426,provided,CA,Canada,0.0
IMG_00030.jpg,-15.04358663199126,-55.63979736884747,provided,BR,Brazil,0.0
IMG_00031.jpg,49.06320683957162,-108.60407503158882,provided,CA,Canada,0.0
IMG_00032.jpg,55.81749262720558,10.714801210450103,provided,DK,Denmark,8.461763837401804
IMG_00033.jpg,-40.27468210444428,-67.18529913721012,provided,AR,Argentina,0.0
IMG_00034.jpg,56.07702407296986,-122.70652199101671,provided,CA,Canada,0.0
IMG_00035.jpg,51.95836908668485,35.30403221962288,provided,RU,Russia,0.0
IMG_00036.jpg,41.88236710593475,41.945644457251376,provided,GE,Georgia,0.0
IMG_00037.jpg,-28.09387978703828,135.36132224659946,provided,AU,Australia,0.0
IMG_00038.jpg,49.99490458033671,-126.83328747076706,provided,CA,Canada,0.0
IMG_00039.jpg,-9.624900844585198,-42.01070916294111,provided,BR,Brazil,0.0
IMG_00040.jpg,56.38993811597396,-111.1335021989696,provided,CA,Canada,0.0
IMG_00041.jpg,-20.112902989712765,135.0150009855546,provided,AU,Australia,0.0
IMG_00042.jpg,27.351640299931987,-97.27314022818676,provided,US,United States of America,5.052978777086315
IMG_00043.jpg,-6.950242986199385,-62.30158249314297,provided,BR,Brazil,0.0
IMG_00044.jpg,51.81165689625297,91.04062212633494,provided,RU,Russia,0.0
IMG_00045.jpg,51.96427755148787,-99.4364501090892,provided,CA,Canada,0.0
IMG_00046.jpg,35.99083246348408,-117.904630661091,provided,US,United States of America,0.0
IMG_00047.jpg,49.93169855351289,75.54068559773168,provided,KZ,Kazakhstan,0.0
IMG_00048.jpg,-8.81368226447276,-74.83554053680307,provided,PE,Peru,0.0
IMG_00049.jpg,-17.64649530141486,25.2491599178104,provided,ZM,Zambia,0.0
IMG_00050.jpg,-25.004173240379917,28.46987760807468,provided,ZA,South Africa,0.0
IMG_00051.jpg,63.06543738514847,31.42385482366879,provided,RU,Russia,0.0
IMG_00052.jpg,58.03133883616033,63.87908561385791,provided,RU,Russia,0.0
IMG_00053.jpg,48.27230838912985,82.12105563345136,provided,KZ,Kazakhstan,0.0
IMG_00054.jpg,41.948478407093376,1.6971180024144132,provided,ES,Spain,0.0
IMG_00055.jpg,-16.092490395070797,145.99518530168802,provided,,,59.137725487371014
IMG_00056.jpg,-24.54101318680881,-67.45588234015324,provided,AR,Argentina,0.0
IMG_00057.jpg,61.605648970370055,27.8170977669152,provided,FI,Finland,0.0
IMG_00058.jpg,3.3465487894320347,-51.68179009614232,provided,BR,Brazil,0.0
IMG_00059.jpg,59.4213283341611,12.212349225850572,provided,SE,Sweden,0.0
IMG_00060.jpg,-40.47547119715783,-72.40704088516986,provided,CL,Chile,0.0
IMG_00061.jpg,-41.78925926977826,-70.49952233662371,provided,AR,Argentina,0.0
IMG_00062.jpg,44.7736128110798,-2.559867835715835,provided,,,145.15464149069544
IMG_00063.jpg,33.13756865406445,-100.0590583414956,provided,US,United States of America,0.0
IMG_00064.jpg,61.96692665506754,-4.791719083299938,provided,,,168.85430985650743
IMG_00065.jpg,27.3764785072961,80.31812601581646,provided,IN,India,0.0
IMG_00066.jpg,70.68596896184567,66.8469136861342,provided,RU,Russia,12.19494612657002
IMG_00067.jpg,-30.86145784581973,-59.14874248661491,provided,AR,Argentina,0.0
IMG_00068.jpg,-28.62669848714025,29.37897845535537,provided,ZA,South Africa,0.0
IMG_00069.jpg,-13.34321269820515,-42.9619089757621,provided,BR,Brazil,0.0
IMG_00070.jpg,49.47616823369901,24.52244025694739,provided,UA,Ukraine,0.0
IMG_00071.jpg,64.29267631168193,31.03285213642505,provided,RU,Russia,0.0
IMG_00072.jpg,52.41199773251657,7.747242858209177,provided,DE,Germany,0.0
