image_id,lat,lon,source,iso_country_code,country_name,country_match_dist_km,cell_id,centroid_lat,centroid_lon,dy_km,dx_km
IMG_00001.jpg,50.38157399591512,26.06185137447767,provided,UA,Ukraine,0.0,138,45.75086080595218,26.04887135020233,512.036480266962,1.0082472168365715
IMG_00002.jpg,34.529443364291524,-114.69319415563255,provided,US,United States of America,0.0,74,31.094987068556353,-111.60010877759473,379.76157044462076,-294.84738109615796
IMG_00003.jpg,-25.080840431565264,136.64618072733504,provided,AU,Australia,0.0,65,-24.507990121720653,134.23128302519018,-63.34235016075803,244.60607492108034
IMG_00004.jpg,37.638610441311386,-10.262690826961062,provided,,,143.60189584429753,57,41.13314565630409,-7.590010527193026,-386.404736862603,-224.08908550152995
IMG_00005.jpg,-33.96629332784958,17.305832309615596,provided,,,112.2107414725219,136,-32.75670686959656,20.494656262211677,-133.74881303486876,-298.5294488339762
IMG_00006.jpg,42.93134894990931,-94.857343621229,provided,US,United States of America,0.0,7,40.8821286930749,-94.38528842535038,226.590480679208,-39.73021311590251
IMG_00007.jpg,-7.307925923499624,-48.93321544280116,provided,BR,Brazil,0.0,56,-5.593009212744733,-46.46664239930442,-189.62520037501133,-273.2717230729228
IMG_00008.jpg,38.33831601709875,-103.62200002556182,provided,US,United States of America,0.0,15,39.37057930797093,-107.54716492387753,-114.14148112490044,337.7878065105353
IMG_00009.jpg,46.00026999572782,28.07856634340112,provided,RO,Romania,0.0,138,45.75086080595218,26.04887135020233,27.578171750251673,157.66028510499405
IMG_00010.jpg,11.917608126725725,-96.20943717781056,provided,,,416.48241650730233,47,26.18234576094405,-101.02051376137275,-1577.309099166057,480.6166437826672
IMG_00011.jpg,3.167666320125392,-78.99678232598436,provided,,,89.69912818635382,16,0.6069344223825696,-81.14798815193603,283.15036886101484,239.45879687334323
IMG_00012.jpg,59.06779250406333,32.93042491629848,provided,RU,Russia,0.0,29,63.0554824802569,33.03601739491491,-440.934831427628,-5.3263117481175595
IMG_00013.jpg,44.83179624832249,-124.86047692929182,provided,,,87.5748857733831,32,45.357556898684074,-122.54705795715955,-58.13545815308171,-180.9611194654015
IMG_00014.jpg,54.35822252170436,110.13632418030288,provided,RU,Russia,0.0,2,52.911944380050556,110.62122163468399,159.920759235228,-32.55145822072453
IMG_00015.jpg,60.48636123744734,-90.63498280356109,provided,,,244.3542736437269,124,59.90928007618694,-89.76565533207658,63.8101723252077,-48.519405239988394
IMG_00016.jpg,-27.496989505865884,-72.77862466741387,provided,,,188.7389935549037,111,-26.233376527413103,-67.74653769631452,-139.72274147943773,-502.4747889446595
IMG_00017.jpg,28.270102869511675,-113.0236970538785,provided,MX,Mexico,0.0,74,31.094987068556353,-111.60010877759473,-312.35874542516626,-135.70310021242773
IMG_00018.jpg,36.2334430888495,-116.60641510042672,provided,US,United States of America,0.0,114,36.075058820458466,-119.88304066651494,17.513182093069965,294.81103255332084
IMG_00019.jpg,54.70857152603793,-124.05385454371591,provided,CA,Canada,0.0,1,55.66626116915368,-122.15923188504233,-105.89557459788087,-118.95551416840576
IMG_00020.jpg,-20.88717145910573,-64.22069568212675,provided,BO,Bolivia,0.0,66,-18.31817269995137,-61.58914628903183,-284.06446879473435,-278.09938328412414
IMG_00021.jpg,58.14811046886092,18.635296398896173,provided,SE,Sweden,26.19070007827786,44,57.5702595954191,13.610343738873901,63.895282479955604,299.9746908130937
IMG_00022.jpg,62.30332465118727,110.08194899975116,provided,RU,Russia,0.0,146,62.157703009187635,110.70136389634095,16.10196744246735,-32.20390108724604
